,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,-0.03439581272412803,-0.02901359916469618,-0.07133506849946376,0.1446343475503645,0.22625052431902998,0.2117690144765745,0.27267596801085353,0.11243497851439502,-0.10653011919911663,-0.0016899300257900494,0.09046394500068877,0.18869872613413574,0.016912988066531683,0.2929487973256213,-0.2280985744933905,0.09544397518038067,0.3065580406867167,-0.003090335957339731,0.19043976654799524,0.21878670832782,0.3005337936210866,0.2345636902765291,0.26440910431602627,0.002052268151352085,-0.05550668155776901,0.013420532272900344,0.23706743925612692,0.27493109068672833,0.24108826762560426
1,-0.09304528084479133,-0.10715983933032538,0.043144136792182715,0.2710106626433154,0.29367813181490904,0.18507179753140213,-0.26869282726197496,0.00039382570827618026,-0.024368887138968554,0.07324314234832473,0.31832221863560034,0.3235434286673826,-0.029901743531466282,-0.22404297217002406,0.24794956731599901,0.0795024889379775,-0.15337118529570026,0.01222687331739938,-0.1189613084703965,0.19093574607740146,-0.23404976665150998,-0.17297419397566433,0.1360941946694097,0.004784299201415112,-0.027718876280708352,-0.066492494181163,0.22174043875046726,-0.25953179834711715,0.2859378221128903
2,-0.3694829620499747,0.023818958290695958,-0.14011206276452828,-0.02246902996720479,0.15452495033050748,-0.3443788988940136,0.09580786750730554,0.08948190243432286,0.045172336838143236,0.1993236273731304,0.312396447278178,0.10843901525030812,0.10562474578138915,-0.010051275084701109,-0.09518116106936643,-0.38786479690752856,-0.018031727815257605,-0.042062028675212734,-0.06615494705837777,-0.3587135740565729,0.035004630123596774,-0.05045239865557569,-0.0015663483097916168,9.656767114757957e-06,-0.4485579136915766,-0.0573918231122017,-0.05372716719475497,0.11146795371516732,0.05011393648623069
3,-0.27877696422960474,-0.1599135451370901,-0.4418406237230441,-0.130756881621807,-0.040882030905030925,0.16132412449892874,-0.07320536245586412,0.2032919144832341,0.061257366734994566,-0.2733678810086901,-0.130262066852075,-0.15327283323414745,-0.1355459741955791,-0.017077545152006726,0.051993771853347415,0.2798077154957114,-0.049878067677092415,0.007674365190097683,0.22031597298904698,0.12551668136262986,-0.05238843696839399,0.0059235052945081305,-0.10752975516695822,-0.27850976029602686,-0.3920740994804265,-0.2388421996592426,-0.0960038904872806,-0.10792678064620143,0.03195217008774064
4,-0.053793749156604176,0.05428435959737435,0.05237502247588587,0.05249914359913752,-0.014085301666266018,-0.07390787236901722,-0.07513635006497345,0.04662014175440212,0.7086049660976422,0.08128111003739466,-0.05468206049886329,0.07931618502990674,-0.14562230110501295,0.18322425729881456,0.10332321780064259,0.05152956284884453,-0.24751309501976387,0.2175893333879491,-0.03512244698163811,-0.020220729412647753,-0.029204903155277864,0.4665428014259338,0.23724245042150913,0.03397274868146605,-0.0009238694250038728,0.022880051363527325,0.009414216353542676,-0.017258884104636784,-0.044150771963040014
5,0.4388668190588601,0.12938956667626267,-0.3749161748855217,-0.08876213374330844,0.05499387959194201,0.029338991620012547,-0.06756123915750625,0.4391389522671356,0.09209154391961305,-0.08417429144236165,0.21296262980465455,-0.048897004624235255,0.4089723577752567,-0.03296718887636827,0.04500639592361924,-0.2719332625119977,-0.04409742651750482,0.1625579281968431,0.18210774463855514,0.048698509624690835,-0.05836797995163778,0.04529726607942251,-0.04438169186596357,0.10251394008056026,0.18541182164039052,-0.08891543268339436,-0.02744578900811251,-0.062417303164920376,0.06721206147509184
6,-0.020031146683061888,-0.024641647971237548,-0.016422974172696326,-0.0017295356485812902,0.04632633547508057,-0.030857476140331616,0.016532331007415798,-0.5093357639287486,0.061227574276400916,-0.2958579316250878,0.11609838311688087,0.004861214706643907,0.28615699636232766,0.06300210380952334,0.03426744640514685,-0.1402457747276618,0.08699013185238207,0.3894766014023235,-0.14132967510954306,-0.0059940840634782186,0.05779398024545956,0.05487446382085767,-0.08667871375724129,-0.5355611587218051,0.11797388967203028,-0.12364899734175767,0.024122663507467283,0.03710846843390242,0.1154009931491861
7,0.05769514453914112,-0.032943731702923466,-0.17795941120263445,0.343728526917638,-0.24722683295112305,-0.04799666392631141,0.005299208279492129,-0.003243633290990064,-0.0531331489359498,0.4312044390000577,-0.25262676174429355,0.061653557399464584,0.08314740154300154,0.003164274574269681,-0.011572668268646207,-0.054318398739562034,0.02813441498616059,0.011069633939072647,-0.09626722983579662,0.04489856203085006,0.03043028313150713,-0.034282387244376135,0.05979641499858512,-0.10795160265287927,0.05176717167463397,-0.617726275631955,0.2196591750333347,0.028995036373873566,-0.23028186196401715
8,-0.010527387225365845,0.5450152608600307,-0.08879693401129382,0.04251756992775083,0.03240533063373729,-0.0593495357440651,0.03086191156161508,0.17231481253100184,-0.18150210443829515,0.16099972223560938,0.004358135094559491,0.011931282515146411,-0.4289917455500359,-0.06583380800371849,-0.06063191927248753,0.09432580511498577,0.04876580617810259,0.582796203908128,-0.04629246008800161,-0.0013680056182775219,0.003374197039467729,-0.14512600171320753,-0.06993538727422911,-0.12562616113863956,0.013215506367740147,0.10343330471808587,-0.004022146559247293,0.0092778248268377,0.03278929944922055
9,0.18025370902694257,-0.5714769147429697,-0.08591524175146908,0.12708894316767355,-0.07666784352327823,-0.111428859448019,0.03630523450780081,0.18982394461598331,0.026028370643672107,0.26259141067508557,-0.005041313150017908,0.048202764820092135,-0.17765197791415313,-0.041781188869572314,-0.05337671979830769,-0.1357147705344966,-0.017841135489012963,0.08053843880881997,0.11844480644510018,-0.0009909706877538383,-0.016582689861682123,-0.06377573186823464,-0.0531216002771679,-0.4378359438119664,0.079901803081345,0.45299782053935544,0.03918255374956175,0.014339916805411914,-0.046458251451881837
