,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16
36,-3.692651725816801,1.0647203279989506,2.481741852286513,-0.15668708384013313,1.0363740644876953,0.3671965057182123,1.8570285392591492,-0.011777413029684438,-0.7152375788294576,1.2927643029516749,-0.09365971524416251,-1.877220975456242,0.004953543038823034,-0.3075915386642695,0.7764956083683251,-0.5756236458991049,-0.21254231678119784
37,-3.779100082396145,0.11191598433248079,1.934558683970844,-0.22721330401683182,0.8140006561201755,-0.458002660684672,1.9223026141426989,0.3815783806556796,-1.254013162907002,1.4353230227005345,0.9622127671230561,-1.843495166825748,0.24491604004059428,-0.19461483777762767,0.3079657640029613,0.2335934873210994,-0.4050480245346986
38,-2.4637279089751702,-0.28355029879349614,3.573047910535111,-0.3192605937378683,0.9037584382418381,-1.1792027544986017,1.4942406077917443,-0.18850480609129408,-0.034744513044326866,0.24344471717270108,0.10110728484812617,-1.150936395261343,-0.16875852164360192,0.252521979923772,0.7399501524603334,0.2489046051589218,0.37487345413441353
39,-0.7221607583200024,-0.0026330245700965055,2.7169741925280886,0.17190420466809178,0.7809390366793627,0.4979385946066086,0.9642446698514827,-0.46140411399083464,-1.00781330457557,1.8691433244086961,1.4175309825205853,-1.1137651373278767,-0.19152742051442698,0.21838538432171092,-0.5495240416376193,0.6113755034622235,0.18151026109012086
40,0.34997145150116027,-0.5508598898775461,2.7917032619013473,-0.76829350746882,0.8850778506036978,1.1378405419893691,0.3676396125379777,-0.5562789796843266,0.6273935831498814,0.5665572173338668,-0.690920932923607,-0.2236058414062173,-0.2684565251820476,0.07415742535041386,-0.5037654989037085,1.0486155288069374,0.1539460349176858
41,0.19007229442952858,-0.17486985735835317,2.8071428185754983,-1.1023932676041732,1.7686810377682864,-0.061352247641896035,1.4740314643734136,-0.6420309040088412,0.2677132333750267,-1.2766362853602322,-0.931238375849411,-0.7961697022814951,-0.6670523996649694,0.2985088293378871,-0.5342884972269971,0.4938341593091257,-0.6130912278959444
42,1.8602584250850065,-0.9288366967064482,1.1562026441893642,-2.205457729586893,1.707989169771802,0.06106636406103764,0.6817844623675219,-0.9922327204598327,-0.8268896657586419,1.206872404882783,0.9066524968838044,-1.593501111306285,0.12859934889075497,0.7687722638316276,-1.3865086279244443,1.4855488057411506,-0.6078804326149142
43,1.1321921358507139,0.007410447451722503,1.7857013195039226,-1.6055681626791927,2.135358651363055,-1.5016224538523588,-0.41058539148688444,0.4679490861952535,-1.6892818657560384,2.252822328993785,1.538615913071479,-0.030493679447657872,-0.9430713080246583,-0.4684555921308916,-1.1960448712095255,-0.02673901811331299,0.1524742865656739
44,1.517504045397117,-0.5924422390784074,2.6636954834641204,-0.5832076498041012,1.5908414422456554,-0.9600723543451193,-0.8336211889733182,3.5781070193893503,-0.33526900389315234,-0.7246929932135391,1.1155100722601607,-0.08008237834050987,0.956133863123024,-0.7363400756600512,-0.7739058308480609,1.0702628688314824,0.2710753176432172
45,1.508409716321677,-1.2041461905255735,1.0463861646935,-2.792518092128315,1.6357575866073788,0.48459562890286256,-2.152505495083546,2.952079800988744,0.8235243879656632,1.127696312669593,0.2836310997709718,-0.002381727644981757,0.5046063592285221,-1.9379878049931514,-0.5208118423256528,1.3746275397859684,-0.43249863629682905
46,1.358042176820324,-1.6625558209728293,1.1522194489327102,-1.0669291899480366,1.2259861235962413,-0.33045143633594065,-0.9250478025511979,0.5889059314047619,0.24459077062869936,-0.031546564411162735,0.15442090624565807,-0.5485202982725449,-1.427875564842389,0.31829739204235713,-0.0371449898950276,0.18164656693732423,-0.3807104505901397
47,0.3123201420958392,-1.4099367446654498,-1.0847267606449136,-2.873352304628021,0.5546259207677259,-0.7103251432738676,0.2707115938624671,0.8933651684692607,-0.29876314082372885,-0.3308490399846611,0.9825121972392608,-1.360401375059947,-1.7247802354800779,-0.16290115886223666,-0.14506013400579876,0.318765524391204,-0.06310373126880248
48,-0.35137083153993665,-1.3675230767425386,-0.5758697451911349,-1.1934064598512417,0.12745663239850943,-2.4703667711815163,2.2019003746023476,0.9522740236331185,-0.5494688563874218,1.7658630038692014,-0.3984586983782043,-1.2653944335426075,-2.008471455391221,-0.294547903403837,0.11917943796441492,0.4832781448467175,0.11225239369786486
49,0.46082285970416026,-0.5888414668437826,1.6014734361195764,1.3613640709065504,0.07813265527059643,-1.5716238818548163,0.1320557738530053,0.6024517645763439,-0.22214420849704625,1.914028001012721,-0.42738262715201636,-0.570377128929742,-1.5755345497666606,0.848959829870672,-0.21468486785446342,0.009899201736365666,-0.03411508845999162
50,-0.37294638019734827,0.38625711577469846,2.264834528464038,0.441863310780466,0.2516247698109348,-2.142033913561002,0.5774123909988372,0.26285063939470477,0.3044851228396921,0.20400944567269083,-0.6619044203076543,-0.7625047277435919,-0.49761427200047914,1.0870845888191598,-0.44874043532261415,-0.3880593441666371,-0.8218979728847287
51,-0.0064609350666593015,-0.013687234551363659,0.4534873623829475,-1.1708306251252627,-0.2864245088959533,0.10954400499336077,-0.018297615122736893,0.3841903775351531,0.7229233632340291,1.1311927307551315,-0.14421566030882454,-1.7548959045932544,-0.7067499154551803,0.665040338216701,-1.3976051971613883,-0.5654078731869725,0.3657559310646551
52,-0.7825983209125655,1.0636108516980918,1.7387765884110025,-1.1345725445728354,-0.03070576114405445,-1.547198439753237,0.33555316699858445,-0.18020911754481994,0.5986970929203667,0.5910000672736444,-0.4468267217616994,-0.6235596003815511,-0.38930423902232825,0.5257408364311539,-0.24673226486797556,-0.6233394263433574,-0.8339982237560836
53,-0.8494499723632436,2.017496514114493,1.425635054797777,-1.0489723525020174,-0.08391965396116549,-0.5807172295483982,-0.35046760889353357,-0.6187414245651196,0.4627923961814465,1.019878210186238,0.04855048512997992,-1.1251983382491442,-1.0985600011157663,0.5557098595454554,-1.6194219706965784,-0.7338473355488601,-0.41164543499619816
54,-1.6263989726842865,2.06900694801404,1.183617706482892,-2.1300935696902,-0.1504947420224642,-1.6024854299625826,0.19534998295414996,1.4449377297290578,-0.41913583417743044,0.7471006013243953,1.0950086288771372,-0.8033051813211107,0.45462088376985654,-0.17905441912819528,-0.8489856342717432,0.5038129000957061,-0.2421252230909507
55,-0.48653582165537473,1.7896941310328385,1.905650865708259,-1.5338462465569143,0.37442328743842856,-0.7671009744072608,-1.4811459000033609,2.012428835331859,0.008198952572229573,0.8078328090160123,0.9209400080314225,-0.32917417738622484,0.666347093726676,0.265286665893365,-1.5661577478235815,-0.044234525760619106,0.524959658641361
56,0.018562173949712234,2.0942271822582907,2.813969187044237,-2.146797454742169,0.2990437323604768,-1.150338256990984,-2.368639767585522,3.794256825239036,0.43027840150614605,1.7219221009831298,1.4765182125478427,0.9088894912401864,1.485045276746962,-1.9555999392167658,-0.5821246802885198,0.5569276566633259,0.40381408943127145
